"Chr","bp","gene","cell_type","gene_name","gChr","gbp","cell_typeCode","bp_flat","gbp_flat"
"1",1143578,"11032","Phloem pole pericycle","AT4G34760","4",16582183,"6",1143578,90148489
"1",11441423,"3970","Root cap lateral","AT3G09700","3",2974802,"11",11441423,53081926
"1",11458878,"1083","Epidermis meristem","AT1G31910","1",11457126,"12",11458878,11457126
"1",11463308,"11955","Xylem","AT1G61800","1",22824440,"7",11463308,22824440
"1",11469411,"1084","Phloem and companion cells","AT1G31935","1",11469482,"14",11469411,11469482
"1",11473835,"12957","Root cap early","AT5G09910","5",3093272,"10",11473835,95208282
"1",11474035,"3990","Hair cells","AT3G10200","3",3157608,"2",11474035,53264732
"1",11474337,"13329","Hair cells","AT3G27140","3",10006891,"2",11474337,60114015
"1",11475233,"10893","Xylem","AT4G21620","4",11491482,"7",11475233,85057788
"1",11481020,"12764","Protoxylem","AT1G31990","1",11488016,"15",11481020,11488016
"1",11531150,"9865","Procambium","AT2G29130","2",12524889,"13",11531150,42946947
"1",11531203,"10578","Phloem pole pericycle","AT3G60960","3",22535706,"6",11531203,72642830
"1",11533387,"1965","Cortex","AT1G72100","1",27127212,"1",11533387,27127212
"1",11533902,"11894","Xylem pole pericycle","AT1G35730","1",13227324,"8",11533902,13227324
"1",11546459,"12764","Protoxylem","AT1G31990","1",11488016,"15",11546459,11488016
"1",11550273,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",11550273,79239582
"1",11551115,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",11551115,79239582
"1",11551992,"7182","Root cap tip","AT5G13790","5",4449014,"9",11551992,96564024
"1",11552087,"3190","Columella","AT2G36780","2",15417490,"3",11552087,45839548
"1",11565251,"14694","Hair cells","AT1G27040","1",9386784,"2",11565251,9386784
"1",11571227,"11911","Cortex","AT1G48870","1",18072325,"1",11571227,18072325
"1",11575419,"4479","Protoxylem","AT3G23150","3",8254663,"15",11575419,58361787
"1",11575419,"8261","Non-hair cells","AT5G53610","5",21779061,"4",11575419,113894071
"1",11575577,"15529","Root cap tip","AT3G47190","3",17374379,"9",11575577,67481503
"1",11584450,"12727","Hair cells","AT5G64720","5",25872346,"2",11584450,117987356
"1",11586062,"11140","Non-hair cells","AT5G03995","5",1077483,"4",11586062,93192493
"1",1160201,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",1160201,69591991
"1",11603328,"11152","Procambium","AT5G05340","5",1578951,"13",11603328,93693961
"1",11622820,"10672","Cortex","AT4G04110","4",1972591,"1",11622820,75538897
"1",11622820,"10672","Non-hair cells","AT4G04110","4",1972591,"4",11622820,75538897
"1",11637763,"11013","Root cap early","AT4G32780","4",15808852,"10",11637763,89375158
"1",11660626,"5243","Root cap tip","AT3G58430","3",21613163,"9",11660626,71720287
"1",11666872,"6374","Xylem pole pericycle","AT4G31320","4",15193993,"8",11666872,88760299
"1",11672209,"11505","Procambium","AT5G47635","5",19307048,"13",11672209,111422058
"1",11682128,"2500","Phloem pole pericycle","AT2G16490","2",7146000,"6",11682128,37568058
"1",11682128,"2500","Xylem pole pericycle","AT2G16490","2",7146000,"8",11682128,37568058
"1",11684619,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11684619,69591991
"1",11684709,"2004","Columella","AT1G72850","1",27413971,"3",11684709,27413971
"1",11686484,"3964","Columella","AT3G09540","3",2928811,"3",11686484,53035935
"1",11692054,"11908","Epidermis meristem","AT1G47265","1",17324318,"12",11692054,17324318
"1",11692054,"9258","Hair cells","AT1G49740","1",18407518,"2",11692054,18407518
"1",11692097,"9258","Hair cells","AT1G49740","1",18407518,"2",11692097,18407518
"1",11703203,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11703203,69591991
"1",1170643,"12323","Non-hair cells","AT3G29340","3",11259587,"4",1170643,61366711
"1",11725870,"13942","Root cap early","AT5G53100","5",21526250,"10",11725870,113641260
"1",11730560,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11730560,69591991
"1",11731172,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11731172,69591991
"1",11733692,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11733692,69591991
"1",11733877,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11733877,69591991
"1",11734769,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11734769,69591991
"1",11737991,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11737991,69591991
"1",11738254,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11738254,69591991
"1",11739626,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11739626,69591991
"1",11739644,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11739644,69591991
"1",11742131,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11742131,69591991
"1",11748476,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11748476,69591991
"1",11754491,"8231","Columella","AT5G52790","5",21391717,"3",11754491,113506727
"1",11756420,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11756420,69591991
"1",1175658,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",1175658,69591991
"1",11762189,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11762189,69591991
"1",11764324,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11764324,69591991
"1",11767280,"13095","Xylem pole pericycle","AT1G32710","1",11833113,"8",11767280,11833113
"1",11770003,"12764","Protoxylem","AT1G31990","1",11488016,"15",11770003,11488016
"1",11771084,"10048","Root cap lateral","AT2G44800","2",18466820,"11",11771084,48888878
"1",11771084,"4283","Columella","AT3G17830","3",6101789,"3",11771084,56208913
"1",11783790,"1100","Hair cells","AT1G32580","1",11784057,"2",11783790,11784057
"1",11794366,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11794366,69591991
"1",11801335,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11801335,69591991
"1",11802960,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11802960,69591991
"1",11807509,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11807509,69591991
"1",11808924,"3202","Xylem","AT2G37100","2",15591101,"7",11808924,46013159
"1",11811836,"15392","Xylem pole pericycle","AT5G24206","5",8213626,"8",11811836,100328636
"1",11812308,"15392","Xylem pole pericycle","AT5G24206","5",8213626,"8",11812308,100328636
"1",11817088,"9245","Non-hair cells","AT1G48698","1",18010729,"4",11817088,18010729
"1",11819360,"15392","Xylem pole pericycle","AT5G24206","5",8213626,"8",11819360,100328636
"1",11822214,"14393","Non-hair cells","AT5G59662","5",24039142,"4",11822214,116154152
"1",11822482,"10885","Xylem","AT4G20990","4",11219772,"7",11822482,84786078
"1",11825620,"3313","Columella","AT2G39410","2",16455569,"3",11825620,46877627
"1",11829846,"14753","Xylem pole pericycle","AT1G55010","1",20517078,"8",11829846,20517078
"1",11830510,"2437","Root cap tip","AT2G07774","2",3303766,"9",11830510,33725824
"1",11833434,"13095","Xylem pole pericycle","AT1G32710","1",11833113,"8",11833434,11833113
"1",11838727,"13095","Xylem pole pericycle","AT1G32710","1",11833113,"8",11838727,11833113
"1",11840043,"4278","Endodermis","AT3G17680","3",6042947,"5",11840043,56150071
"1",11840550,"10211","Root cap early","AT3G11840","3",3736400,"10",11840550,53843524
"1",11843667,"12426","Endodermis","AT4G08450","4",5365610,"5",11843667,78931916
"1",11844819,"926","Endodermis","AT1G26870","1",9312856,"5",11844819,9312856
"1",11855853,"2717","Phloem pole pericycle","AT2G23110","2",9840456,"6",11855853,40262514
"1",11857030,"6984","Columella","AT5G07770","5",2474642,"3",11857030,94589652
"1",11863668,"9187","Hair cells","AT1G32770","1",11865343,"2",11863668,11865343
"1",11864777,"10672","Cortex","AT4G04110","4",1972591,"1",11864777,75538897
"1",11864777,"10672","Epidermis meristem","AT4G04110","4",1972591,"12",11864777,75538897
"1",11864777,"10672","Non-hair cells","AT4G04110","4",1972591,"4",11864777,75538897
"1",11886923,"1105","Root cap lateral","AT1G32850","1",11902629,"11",11886923,11902629
"1",11902295,"11140","Cortex","AT5G03995","5",1077483,"1",11902295,93192493
"1",11904135,"11520","Root cap early","AT5G49320","5",19995025,"10",11904135,112110035
"1",11905593,"12574","Root cap early","AT5G10150","5",3181983,"10",11905593,95296993
"1",11907034,"10300","Cortex","AT3G20680","3",7230068,"1",11907034,57337192
"1",11910518,"1106","Hair cells","AT1G32860","1",11907109,"2",11910518,11907109
"1",11914092,"9628","Cortex","AT2G03822","2",1168200,"1",11914092,31590258
"1",11914092,"9628","Endodermis","AT2G03822","2",1168200,"5",11914092,31590258
"1",11914092,"9628","Epidermis meristem","AT2G03822","2",1168200,"12",11914092,31590258
"1",11914092,"9628","Hair cells","AT2G03822","2",1168200,"2",11914092,31590258
"1",11914092,"9628","Non-hair cells","AT2G03822","2",1168200,"4",11914092,31590258
"1",11914092,"9628","Phloem and companion cells","AT2G03822","2",1168200,"14",11914092,31590258
"1",11914092,"9628","Phloem pole pericycle","AT2G03822","2",1168200,"6",11914092,31590258
"1",11914092,"9628","Root cap lateral","AT2G03822","2",1168200,"11",11914092,31590258
"1",11914092,"9628","Xylem","AT2G03822","2",1168200,"7",11914092,31590258
"1",11919991,"12934","Protoxylem","AT4G25000","4",12851969,"15",11919991,86418275
"1",11922092,"12972","Protoxylem","AT5G37690","5",14973353,"15",11922092,107088363
"1",11923513,"300","Root cap lateral","AT1G08610","1",2733657,"11",11923513,2733657
"1",11927774,"5903","Phloem pole pericycle","AT4G18350","4",10142650,"6",11927774,83708956
"1",11933748,"4935","Protoxylem","AT3G50190","3",18609114,"15",11933748,68716238
"1",11948461,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11948461,69591991
"1",11951994,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11951994,69591991
"1",11960010,"8760","Columella","AT5G66960","5",26736209,"3",11960010,118851219
"1",11971192,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11971192,69591991
"1",11982762,"10672","Cortex","AT4G04110","4",1972591,"1",11982762,75538897
"1",11982762,"10672","Epidermis meristem","AT4G04110","4",1972591,"12",11982762,75538897
"1",11982762,"10672","Non-hair cells","AT4G04110","4",1972591,"4",11982762,75538897
"1",11985477,"10672","Cortex","AT4G04110","4",1972591,"1",11985477,75538897
"1",11991994,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11991994,69591991
"1",11992768,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",11992768,69591991
"1",1199835,"12323","Non-hair cells","AT3G29340","3",11259587,"4",1199835,61366711
"1",12001502,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",12001502,69591991
"1",12025869,"1567","Root cap tip","AT1G60690","1",22349892,"9",12025869,22349892
"1",12027963,"10672","Cortex","AT4G04110","4",1972591,"1",12027963,75538897
"1",12040138,"1567","Root cap tip","AT1G60690","1",22349892,"9",12040138,22349892
"1",12040422,"12766","Protoxylem","AT1G34650","1",12692995,"15",12040422,12692995
"1",12041206,"1791","Protoxylem","AT1G67400","1",25247988,"15",12041206,25247988
"1",12050253,"6389","Root cap early","AT4G31650","4",15331140,"10",12050253,88897446
"1",12056869,"4153","Epidermis meristem","AT3G14570","3",4892643,"12",12056869,54999767
"1",12062323,"13945","Root cap tip","AT5G55520","5",22488074,"9",12062323,114603084
"1",12062352,"6496","Columella","AT4G34360","4",16431941,"3",12062352,89998247
"1",12065520,"12031","Root cap early","AT1G79120","1",29764089,"10",12065520,29764089
"1",12071394,"11967","Cortex","AT1G63950","1",23734997,"1",12071394,23734997
"1",12071520,"5466","Xylem","AT4G01080","4",466391,"7",12071520,74032697
"1",12076356,"11884","Endodermis","AT1G33320","1",12081009,"5",12076356,12081009
"1",12078734,"11884","Endodermis","AT1G33320","1",12081009,"5",12078734,12081009
"1",12085426,"11808","Xylem","AT1G11470","1",3859662,"7",12085426,3859662
"1",1208554,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",1208554,69591991
"1",12121247,"11355","Epidermis meristem","AT5G27890","5",9903640,"12",12121247,102018650
"1",12124417,"12571","Epidermis meristem","AT5G09480","5",2950914,"12",12124417,95065924
"1",12126033,"11036","Non-hair cells","AT4G34930","4",16637322,"4",12126033,90203628
"1",12128357,"2447","Procambium","AT2G12646","2",5167042,"13",12128357,35589100
"1",12129750,"10672","Cortex","AT4G04110","4",1972591,"1",12129750,75538897
"1",12129750,"10672","Epidermis meristem","AT4G04110","4",1972591,"12",12129750,75538897
"1",12129750,"10672","Non-hair cells","AT4G04110","4",1972591,"4",12129750,75538897
"1",1214744,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",1214744,69591991
"1",12156969,"3013","Hair cells","AT2G32010","2",13624792,"2",12156969,44046850
"1",12160016,"7016","Protoxylem","AT5G08610","5",2790295,"15",12160016,94905305
"1",1216004,"13885","Root cap early","AT4G34250","4",16394708,"10",1216004,89961014
"1",1216004,"8261","Protoxylem","AT5G53610","5",21779061,"15",1216004,113894071
"1",12166657,"3996","Phloem and companion cells","AT3G10320","3",3195314,"14",12166657,53302438
"1",12166857,"12391","Cortex","AT3G62340","3",23069516,"1",12166857,73176640
"1",12167064,"6060","Procambium","AT4G23180","4",12138137,"13",12167064,85704443
"1",12170950,"10672","Cortex","AT4G04110","4",1972591,"1",12170950,75538897
"1",12170950,"10672","Non-hair cells","AT4G04110","4",1972591,"4",12170950,75538897
"1",12170950,"4111","Endodermis","AT3G13610","3",4449374,"5",12170950,54556498
"1",12170950,"4111","Epidermis meristem","AT3G13610","3",4449374,"12",12170950,54556498
"1",12177148,"12041","Hair cells","AT2G02770","2",775482,"2",12177148,31197540
"1",12177148,"13253","Endodermis","AT2G45135","2",18608824,"5",12177148,49030882
"1",12179862,"4111","Endodermis","AT3G13610","3",4449374,"5",12179862,54556498
"1",12180279,"9286","Non-hair cells","AT1G52640","1",19608731,"4",12180279,19608731
"1",12184677,"6058","Phloem and companion cells","AT4G23020","4",12066173,"14",12184677,85632479
"1",12190122,"11917","Endodermis","AT1G51055","1",18925286,"5",12190122,18925286
"1",12191825,"13431","Hair cells","AT4G16460","4",9284910,"2",12191825,82851216
"1",12198193,"2293","Root cap lateral","AT1G80980","1",30422058,"11",12198193,30422058
"1",12215269,"11298","Endodermis","AT5G20640","5",6984240,"5",12215269,99099250
"1",12215269,"12975","Root cap lateral","AT5G41310","5",16516634,"11",12215269,108631644
"1",12217929,"11161","Phloem and companion cells","AT5G06470","5",1974659,"14",12217929,94089669
"1",12221334,"11161","Phloem and companion cells","AT5G06470","5",1974659,"14",12221334,94089669
"1",12221774,"11161","Phloem and companion cells","AT5G06470","5",1974659,"14",12221774,94089669
"1",12221774,"15965","Phloem pole pericycle","AT1G10010","1",3265976,"6",12221774,3265976
"1",12229729,"11161","Phloem and companion cells","AT5G06470","5",1974659,"14",12229729,94089669
"1",12231965,"13059","Root cap tip","AT1G15320","1",5272256,"9",12231965,5272256
"1",12238009,"13866","Root cap early","AT4G15075","4",8607777,"10",12238009,82174083
"1",12241545,"10229","Non-hair cells","AT3G13405","3",4359012,"4",12241545,54466136
"1",12251134,"1135","Xylem pole pericycle","AT1G33790","1",12256664,"8",12251134,12256664
"1",12254504,"13543","Hair cells","AT5G14070","5",4541836,"2",12254504,96656846
"1",12256291,"1135","Xylem pole pericycle","AT1G33790","1",12256664,"8",12256291,12256664
"1",12258378,"1135","Xylem pole pericycle","AT1G33790","1",12256664,"8",12258378,12256664
"1",1226328,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",1226328,69591991
"1",12263695,"9554","Procambium","AT1G77990","1",29317899,"13",12263695,29317899
"1",12266211,"1137","Hair cells","AT1G33810","1",12265033,"2",12266211,12265033
"1",1226681,"9238","Xylem pole pericycle","AT1G47920","1",17661095,"8",1226681,17661095
"1",12270596,"9299","Endodermis","AT1G53980","1",20149334,"5",12270596,20149334
"1",12277103,"12989","Protoxylem","AT5G59270","5",23911151,"15",12277103,116026161
"1",12283652,"10181","Protoxylem","AT3G09240","3",2835668,"15",12283652,52942792
"1",12284018,"11712","Hair cells","AT5G67265","5",26839469,"2",12284018,118954479
"1",12286668,"11572","Root cap early","AT5G54240","5",22022978,"10",12286668,114137988
"1",12286724,"11484","Root cap lateral","AT5G46590","5",18905325,"11",12286724,111020335
"1",12297103,"12334","Epidermis meristem","AT3G44840","3",16372499,"12",12297103,66479623
"1",12303479,"4611","Columella","AT3G26590","3",9761700,"3",12303479,59868824
"1",12313402,"12691","Endodermis","AT5G50640","5",20605218,"5",12313402,112720228
"1",12342694,"13929","Xylem pole pericycle","AT5G40940","5",16406656,"8",12342694,108521666
"1",1235711,"9238","Xylem pole pericycle","AT1G47920","1",17661095,"8",1235711,17661095
"1",12357902,"4205","Protoxylem","AT3G15800","3",5345051,"15",12357902,55452175
"1",12359428,"15230","Non-hair cells","AT4G10780","4",6634779,"4",12359428,80201085
"1",12360210,"10448","Procambium","AT3G47480","3",17496354,"13",12360210,67603478
"1",12363788,"11359","Phloem pole pericycle","AT5G28380","5",10338723,"6",12363788,102453733
"1",12363788,"9474","Non-hair cells","AT1G70470","1",26559359,"4",12363788,26559359
"1",1238500,"9238","Xylem pole pericycle","AT1G47920","1",17661095,"8",1238500,17661095
